symbol,train_start,train_end,test_start,test_end,chosen_param_id,breakout_lookback,trend_window,trend_method,atr_window,stop_atr,target_atr,max_hold_days,min_volume_ratio,ending_equity,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,num_trades,avg_return_per_trade,win_rate,profit_factor,expectancy_dollars
MSFT,2024-04-18,2025-04-21,2025-04-22,2025-07-22,0,20,50,EMA,14,1.2,2.4,5,0.8,100832.64679000001,0.008326467900000134,0.03149559820231329,0.026533364016331724,0.43325068752072143,-0.007803070823435787,2,0.007187245208950523,1.0,,430.13340700000003
MSFT,2024-07-19,2025-07-22,2025-07-23,2025-10-20,0,20,50,EMA,14,1.2,2.4,5,0.8,100832.64679000001,0.0,0.0,0.0,,0.0,0,,,,
MSFT,2024-10-17,2025-10-20,2025-10-21,2026-01-21,0,20,50,EMA,14,1.2,2.4,5,0.8,100832.64679000001,0.0,0.0,0.0,,0.0,0,,,,
