timestamp,open,high,low,close,volume,symbol,date
2025-04-21 09:30:00,362.93,364.48,361.02,361.03,1172944,MSFT,2025-04-21
2025-04-21 10:00:00,361.01,361.53,359.56,360.09,1596321,MSFT,2025-04-21
2025-04-21 11:00:00,360.09,361.33,357.75,358.23,1686338,MSFT,2025-04-21
2025-04-21 12:00:00,358.24,359.69,357.95,358.8,890722,MSFT,2025-04-21
2025-04-21 13:00:00,358.82,359.33,357.27,357.39,1011141,MSFT,2025-04-21
2025-04-21 14:00:00,357.38,357.84,355.67,355.97,795126,MSFT,2025-04-21
2025-04-21 15:00:00,355.96,359.75,355.86,359.14,2175697,MSFT,2025-04-21
2025-04-22 09:30:00,363.27,363.5,359.86,361.19,1390595,MSFT,2025-04-22
2025-04-22 10:00:00,361.17,365.09,361.01,364.65,1613154,MSFT,2025-04-22
2025-04-22 11:00:00,364.65,366.16,363.7,365.86,1113650,MSFT,2025-04-22
2025-04-22 12:00:00,365.91,367.77,365.88,366.75,867487,MSFT,2025-04-22
2025-04-22 13:00:00,366.79,367.6,362.74,363.34,1001873,MSFT,2025-04-22
2025-04-22 14:00:00,363.34,367.11,363.12,366.45,931925,MSFT,2025-04-22
2025-04-22 15:00:00,366.42,367.38,364.25,366.74,2100276,MSFT,2025-04-22
2025-04-23 09:30:00,375.92,379.98,375.26,379.05,2292990,MSFT,2025-04-23
2025-04-23 10:00:00,379.23,380.39,376.81,379.36,1457974,MSFT,2025-04-23
2025-04-23 11:00:00,379.37,380.14,374.41,376.11,1288778,MSFT,2025-04-23
2025-04-23 12:00:00,375.97,377.27,373.2,376.86,803006,MSFT,2025-04-23
2025-04-23 13:00:00,376.86,377.77,375.14,377.19,757486,MSFT,2025-04-23
2025-04-23 14:00:00,377.07,378.0,375.66,376.06,896991,MSFT,2025-04-23
2025-04-23 15:00:00,376.1,376.38,373.02,374.41,2486458,MSFT,2025-04-23
2025-04-24 09:30:00,375.41,381.52,375.19,381.48,1183235,MSFT,2025-04-24
2025-04-24 10:00:00,381.39,384.46,380.96,383.17,1383762,MSFT,2025-04-24
2025-04-24 11:00:00,383.18,384.51,382.56,383.33,844933,MSFT,2025-04-24
2025-04-24 12:00:00,383.33,385.16,382.73,384.73,942291,MSFT,2025-04-24
2025-04-24 13:00:00,384.71,385.88,383.7,385.72,760103,MSFT,2025-04-24
2025-04-24 14:00:00,385.67,387.59,385.29,386.99,936936,MSFT,2025-04-24
2025-04-24 15:00:00,387.01,388.45,385.77,387.27,2455718,MSFT,2025-04-24
2025-04-25 09:30:00,386.77,389.23,384.6,386.89,1316940,MSFT,2025-04-25
2025-04-25 10:00:00,386.79,388.82,385.37,387.41,957174,MSFT,2025-04-25
