timestamp,open,high,low,close,volume,symbol,date
2025-04-21 09:30:00,166.52,168.0,165.25,165.25,1166456,AVGO,2025-04-21
2025-04-21 10:00:00,165.22,165.46,163.5,165.0,1957563,AVGO,2025-04-21
2025-04-21 11:00:00,165.05,165.17,162.79,162.83,1500571,AVGO,2025-04-21
2025-04-21 12:00:00,162.85,164.35,162.81,163.04,1206237,AVGO,2025-04-21
2025-04-21 13:00:00,162.98,163.31,161.85,162.05,1209829,AVGO,2025-04-21
2025-04-21 14:00:00,162.08,162.86,161.61,162.3,1094853,AVGO,2025-04-21
2025-04-21 15:00:00,162.28,166.79,162.22,166.25,3397655,AVGO,2025-04-21
2025-04-22 09:30:00,167.55,168.31,165.22,168.31,1448110,AVGO,2025-04-22
2025-04-22 10:00:00,168.34,169.33,167.9,168.36,1339405,AVGO,2025-04-22
2025-04-22 11:00:00,168.41,169.21,167.17,168.73,1065080,AVGO,2025-04-22
2025-04-22 12:00:00,168.79,170.28,168.7,169.7,1233123,AVGO,2025-04-22
2025-04-22 13:00:00,169.69,170.52,167.32,167.49,907246,AVGO,2025-04-22
2025-04-22 14:00:00,167.48,169.33,167.38,169.14,701726,AVGO,2025-04-22
2025-04-22 15:00:00,169.15,169.74,167.04,169.47,2339417,AVGO,2025-04-22
2025-04-23 09:30:00,177.59,180.17,176.96,178.24,2853616,AVGO,2025-04-23
2025-04-23 10:00:00,178.35,180.36,177.01,179.67,2354288,AVGO,2025-04-23
2025-04-23 11:00:00,179.67,180.45,177.2,178.36,1638590,AVGO,2025-04-23
2025-04-23 12:00:00,178.36,179.76,176.86,179.54,1229872,AVGO,2025-04-23
2025-04-23 13:00:00,179.54,179.7,177.93,178.98,789509,AVGO,2025-04-23
2025-04-23 14:00:00,178.97,179.62,178.02,178.45,808091,AVGO,2025-04-23
2025-04-23 15:00:00,178.32,178.6,175.82,176.76,2777163,AVGO,2025-04-23
2025-04-24 09:30:00,179.89,183.29,178.29,183.06,2066480,AVGO,2025-04-24
2025-04-24 10:00:00,183.05,184.64,182.47,184.54,2331688,AVGO,2025-04-24
2025-04-24 11:00:00,184.53,186.33,184.19,185.0,2394418,AVGO,2025-04-24
2025-04-24 12:00:00,185.0,187.88,184.69,187.72,1820183,AVGO,2025-04-24
2025-04-24 13:00:00,187.72,188.14,186.58,187.99,1636328,AVGO,2025-04-24
2025-04-24 14:00:00,187.9,188.57,187.41,188.03,1754915,AVGO,2025-04-24
2025-04-24 15:00:00,188.04,188.53,186.42,188.11,3756828,AVGO,2025-04-24
2025-04-25 09:30:00,186.87,190.88,186.87,188.58,2290078,AVGO,2025-04-25
2025-04-25 10:00:00,188.65,191.0,187.1,188.53,1676160,AVGO,2025-04-25
2025-04-25 11:00:00,188.57,189.14,187.8,188.93,1004368,AVGO,2025-04-25
2025-04-25 12:00:00,188.9,192.04,188.45,191.8,1608698,AVGO,2025-04-25
2025-04-25 13:00:00,191.81,193.37,190.38,191.34,2214785,AVGO,2025-04-25
2025-04-25 14:00:00,191.27,192.4,191.11,192.09,1224821,AVGO,2025-04-25
2025-04-25 15:00:00,192.08,192.54,190.53,192.19,2551334,AVGO,2025-04-25
2025-04-28 09:30:00,190.53,192.88,189.82,189.9,1457970,AVGO,2025-04-28
2025-04-28 10:00:00,189.96,191.96,189.33,190.12,1542681,AVGO,2025-04-28
2025-04-28 11:00:00,190.06,190.52,187.68,189.05,1210417,AVGO,2025-04-28
2025-04-28 12:00:00,188.99,189.27,187.79,188.58,662101,AVGO,2025-04-28
2025-04-28 13:00:00,188.58,190.1,187.98,189.84,594683,AVGO,2025-04-28
2025-04-28 14:00:00,189.94,192.17,189.62,191.84,1271242,AVGO,2025-04-28
2025-04-28 15:00:00,191.89,193.1,191.66,192.32,1683939,AVGO,2025-04-28
2025-04-29 09:30:00,191.72,193.25,190.1,191.68,980989,AVGO,2025-04-29
2025-04-29 10:00:00,191.68,192.59,190.75,191.98,854341,AVGO,2025-04-29
2025-04-29 11:00:00,191.95,192.3,190.8,191.37,713674,AVGO,2025-04-29
2025-04-29 12:00:00,191.44,192.25,190.44,190.88,545540,AVGO,2025-04-29
2025-04-29 13:00:00,190.94,192.75,190.83,192.39,733421,AVGO,2025-04-29
2025-04-29 14:00:00,192.44,192.92,192.03,192.16,874605,AVGO,2025-04-29
2025-04-29 15:00:00,192.14,192.67,190.95,191.2,2784938,AVGO,2025-04-29
2025-04-30 09:30:00,185.76,186.53,184.02,184.66,1506846,AVGO,2025-04-30
2025-04-30 10:00:00,184.72,188.96,184.58,188.58,1223239,AVGO,2025-04-30
2025-04-30 11:00:00,188.59,190.16,188.4,189.82,678837,AVGO,2025-04-30
2025-04-30 12:00:00,189.82,190.65,189.02,189.53,650963,AVGO,2025-04-30
2025-04-30 13:00:00,189.5,190.44,187.93,189.94,710405,AVGO,2025-04-30
2025-04-30 14:00:00,190.0,191.68,189.67,190.81,790289,AVGO,2025-04-30
2025-04-30 15:00:00,190.81,193.2,190.27,192.49,2193448,AVGO,2025-04-30
2025-05-01 09:30:00,198.15,199.79,196.58,196.68,3050980,AVGO,2025-05-01
2025-05-01 10:00:00,196.81,199.3,196.23,199.29,2388125,AVGO,2025-05-01
2025-05-01 11:00:00,199.29,200.59,197.37,197.79,1681775,AVGO,2025-05-01
2025-05-01 12:00:00,197.83,199.68,197.51,199.21,1298737,AVGO,2025-05-01
2025-05-01 13:00:00,199.19,200.39,199.12,200.28,1393817,AVGO,2025-05-01
2025-05-01 14:00:00,200.24,201.4,199.95,200.2,1564456,AVGO,2025-05-01
2025-05-01 15:00:00,200.2,200.26,197.08,197.31,3024629,AVGO,2025-05-01
2025-05-02 09:30:00,203.9,204.39,201.08,202.34,1745878,AVGO,2025-05-02
2025-05-02 10:00:00,202.33,204.28,202.11,203.82,1589323,AVGO,2025-05-02
2025-05-02 11:00:00,203.82,204.87,203.32,204.65,976471,AVGO,2025-05-02
2025-05-02 12:00:00,204.67,205.68,204.2,205.02,1191975,AVGO,2025-05-02
2025-05-02 13:00:00,205.02,205.09,204.2,204.56,707081,AVGO,2025-05-02
2025-05-02 14:00:00,204.55,205.5,204.2,204.86,1149364,AVGO,2025-05-02
2025-05-02 15:00:00,204.84,204.86,203.24,203.46,2024450,AVGO,2025-05-02
2025-05-05 09:30:00,200.17,202.95,200.0,201.95,1056917,AVGO,2025-05-05
2025-05-05 10:00:00,201.95,203.24,201.12,202.11,1046892,AVGO,2025-05-05
