symbol,entry_date,exit_date,entry_price,exit_price,shares,direction,breakout_level,atr_at_entry,stop_price,target_price,bars_held,gross_pnl,transaction_costs,net_pnl,return_on_trade,exit_reason,trade_outcome,test_start,test_end,chosen_param_id
QQQ,2023-03-22,2023-03-28,310.2699890136719,307.1199951171875,157,long,309.1499938964844,6.3635711669921875,303.9064178466797,322.99713134765625,5,-494.5490417480469,21.386045501708985,-515.9350872497558,-0.010591455387807187,timeout,Timed out,2023-01-18,2023-04-18,8
QQQ,2023-03-31,2023-04-06,315.9100036621094,318.04998779296875,159,long,315.25,6.245710100446429,309.66429356166293,328.4014238630022,5,340.2574768066406,22.159927728271484,318.0975490783691,0.00633285902005171,timeout,Timed out,2023-01-18,2023-04-18,8
QQQ,2023-07-14,2023-07-19,379.5899963378906,385.6499938964844,199,long,374.19000244140625,4.994284493582589,374.595711844308,394.5728498186384,4,1205.9395141601562,32.45655161132813,1173.482962548828,0.01553491758523976,end_of_data,Successful,2023-04-19,2023-07-19,3
QQQ,2024-05-21,2024-05-28,453.0400085449219,459.67999267578125,208,long,454.69000244140625,4.851431710379464,448.1885768345424,467.5943036760603,5,1381.11669921875,40.049152050781245,1341.0675471679688,0.014231502756948957,timeout,Timed out,2024-04-19,2024-07-19,11
QQQ,2024-07-05,2024-07-11,491.8900146484375,491.92999267578125,190,long,487.20001220703125,5.362860543387277,486.5271541050502,507.97859627859935,5,7.5958251953125,39.38516027832031,-31.789335083007813,-0.0003401416677062422,timeout,Timed out,2024-04-19,2024-07-19,11
QQQ,2024-12-12,2024-12-18,527.6799926757812,521.8028411865234,173,long,526.719970703125,5.8771514892578125,521.8028411865234,539.4342956542969,5,-1016.7472076416016,38.31210605163574,-1055.0593136932373,-0.011557400004398154,stop_loss,Stop-loss triggered,2024-10-18,2025-01-21,9
QQQ,2025-06-04,2025-06-10,528.010009765625,534.2100219726562,136,long,526.47998046875,7.387867518833706,520.6221422467913,542.7857448032925,5,843.20166015625,30.89238486328125,812.3092752929687,0.011312024787147327,timeout,Timed out,2025-04-23,2025-07-23,8
QQQ,2025-06-25,2025-07-01,542.0599975585938,546.989990234375,149,long,536.780029296875,6.800711495535714,535.2592860630581,555.6614205496652,5,734.5689086914062,34.453689636230465,700.1152190551758,0.00866833907795013,timeout,Timed out,2025-04-23,2025-07-23,8
QQQ,2025-07-07,2025-07-11,553.52001953125,554.2000122070312,156,long,552.7999877929688,6.569994245256696,546.9500252859933,566.6600080217634,5,106.078857421875,36.56086499023438,69.51799243164062,0.000805080468436286,timeout,Timed out,2025-04-23,2025-07-23,8
QQQ,2025-07-18,2025-07-23,563.1199951171875,563.8099975585938,191,long,560.7999877929688,5.372140066964286,557.7478550502232,573.864275251116,4,131.79046630859375,45.04872572021485,86.7417405883789,0.0008064803995960091,end_of_data,Successful,2025-04-23,2025-07-23,8
