symbol,train_start,train_end,test_start,test_end,param_id,score,breakout_lookback,trend_window,trend_method,atr_window,stop_atr,target_atr,max_hold_days,min_volume_ratio,train_ending_equity,train_total_return,train_annualized_return,train_annualized_volatility,train_sharpe_ratio,train_max_drawdown,train_num_trades,train_avg_return_per_trade,train_win_rate,train_profit_factor,train_expectancy_dollars
QQQ,2021-04-19,2022-04-14,2022-04-18,2022-07-18,11,1.7854053068769593,20,50,EMA,14,1.0,3.0,5,0.9,106157.79225923461,0.06157792259234607,0.06157792259234607,0.024087436158941787,1.7261248693299152,-0.006034094996515971,3,0.02271661127398575,1.0,,2072.1424210591626
QQQ,2021-07-19,2022-07-18,2022-07-19,2022-10-14,11,1.2212249949141705,20,50,EMA,14,1.0,3.0,5,0.9,104548.60568082189,0.04548605680821893,0.04548605680821893,0.021598538482537843,1.1799898788903749,-0.0060316495212552335,2,0.025182640807495056,1.0,,2293.9351802607935
QQQ,2021-10-15,2022-10-14,2022-10-17,2023-01-17,1,-0.2529962428613628,20,50,SMA,14,1.0,2.0,5,0.9,101663.67062164306,0.01663670621643054,0.01663670621643054,0.012413003008424078,-0.2709492442148738,-0.0014614070188170292,1,0.04132257306156956,1.0,,1672.7667620239258
QQQ,2022-01-14,2023-01-17,2023-01-18,2023-04-18,8,0.1160744053292346,20,50,EMA,14,1.0,2.0,5,0.75,102152.7743550537,0.021527743550536993,0.021527743550536993,0.022003407746643912,0.0694321337916402,-0.016486400950696423,4,0.015647008912895187,0.5,2.8319970091716193,547.107970410157
QQQ,2022-04-18,2023-04-18,2023-04-19,2023-07-19,3,0.5391979209028726,20,50,SMA,14,1.0,3.0,5,0.9,103442.07608217772,0.03442076082177725,0.03442076082177725,0.029626514790643422,0.4867518479200795,-0.01905722971238233,4,0.018897432575772564,0.5,3.9461929715156407,870.2973085266096
QQQ,2022-07-19,2023-07-19,2023-07-20,2023-10-17,3,0.7009370673977423,20,50,SMA,14,1.0,3.0,5,0.9,104381.6072489964,0.043816072489963886,0.043816072489963886,0.03944503929308068,0.6037786478803591,-0.01899846691039475,8,0.008110370452532573,0.5,2.3725919496738417,561.3917520924156
QQQ,2022-10-17,2023-10-17,2023-10-18,2024-01-18,3,0.24416802896461415,20,50,SMA,14,1.0,3.0,5,0.9,102706.01625555768,0.02706016255557686,0.02706016255557686,0.04275281495084923,0.16513912741637188,-0.01800471891818467,7,0.006508867215249639,0.42857142857142855,1.7498382092485978,401.08336080895214
QQQ,2023-01-18,2024-01-18,2024-01-19,2024-04-18,7,1.1610922631308314,20,50,SMA,14,1.5,3.0,5,0.9,105260.54027104842,0.052605402710484306,0.052605402710484306,0.03082374868138417,1.0578013416705592,-0.012047119579880583,8,0.012366984679607479,0.75,13.76338736780243,668.8219094433381
QQQ,2023-04-19,2024-04-18,2024-04-19,2024-07-19,11,1.4292829808216507,20,50,EMA,14,1.0,3.0,5,0.9,107831.27294766367,0.07831272947663681,0.07831272947663681,0.0446962995845515,1.3046433377852065,-0.01806688680749724,9,0.010641444204389847,0.6666666666666666,3.858618665236315,887.1621833402608
QQQ,2023-07-20,2024-07-19,2024-07-22,2024-10-17,1,1.6420488924691576,20,50,SMA,14,1.0,2.0,5,0.9,107403.91643651034,0.07403916436510327,0.07403916436510327,0.03536289880550251,1.5281316348617526,-0.01240929830058668,8,0.011220014626421571,0.75,4.403476714641737,944.1972292273381
QQQ,2023-10-18,2024-10-17,2024-10-18,2025-01-21,9,1.244112257248854,20,50,EMA,14,1.0,2.0,5,0.9,105725.33467759182,0.0572533467759182,0.0572533467759182,0.03243433487990081,1.1485774847506949,-0.012367603559199636,7,0.009377809050258788,0.7142857142857143,3.6811740319494097,836.9468003693868
QQQ,2024-01-19,2025-01-21,2025-01-22,2025-04-22,0,0.47354397223165684,20,50,SMA,14,1.0,2.0,5,0.75,103558.55472913646,0.03558554729136465,0.03558554729136465,0.03969002541451858,0.3926817160883819,-0.027722070009629673,7,0.006175533890244424,0.7142857142857143,2.6947515956439885,527.2873748837844
QQQ,2024-04-19,2025-04-22,2025-04-23,2025-07-23,8,0.2007568238338775,20,50,EMA,14,1.0,2.0,5,0.75,102489.3683216309,0.024893683216308915,0.024893683216308915,0.04155992069393775,0.1177500614678205,-0.037760316968389884,8,0.0033527089536267932,0.625,1.8151879112566598,329.46118211441154
QQQ,2024-07-22,2025-07-23,2025-07-24,2025-10-21,16,-0.46883002621923536,55,50,SMA,14,1.0,2.0,5,0.75,99957.32256002893,-0.0004267743997107276,-0.0004267743997107276,0.03795915285700114,-0.5381251387949043,-0.04196600089790259,8,-3.9523696721158706e-05,0.75,1.0450700251376221,11.55969797297854
QQQ,2024-10-18,2025-10-21,2025-10-22,2026-01-22,16,-0.42764070365511986,55,50,SMA,14,1.0,2.0,5,0.75,100153.46092532696,0.0015346092532695366,0.0015346092532695366,0.03536343389187158,-0.5221605685463369,-0.02498975894167077,10,0.0004401402143029337,0.6,1.082920864578069,34.73472099705275
